,lables
2998,5
2999,9
3000,0
3001,8
3002,8
3003,1
3004,3
3005,2
3006,5
3007,7
3008,4
3009,7
3010,8
3011,0
3012,3
3013,8
3014,0
3015,0
3016,2
3017,4
3018,1
3019,9
3020,0
3021,9
3022,2
3023,0
3024,5
3025,8
3026,8
3027,8
3028,8
3029,9
3030,5
3031,8
3032,3
3033,3
3034,0
3035,6
3036,4
3037,4
3038,4
3039,8
3040,1
3041,2
3042,6
3043,9
3044,1
3045,6
3046,3
3047,3
3048,0
3049,6
3050,3
3051,4
3052,6
3053,2
3054,9
3055,4
3056,3
3057,6
3058,7
3059,7
3060,4
3061,5
3062,9
3063,2
3064,7
3065,8
3066,0
3067,1
3068,9
3069,1
3070,4
3071,4
3072,8
3073,4
3074,3
3075,9
3076,2
3077,2
3078,7
3079,1
3080,7
3081,8
3082,9
3083,9
3084,5
3085,8
3086,7
3087,4
3088,6
3089,9
3090,4
3091,4
3092,8
3093,8
3094,9
3095,6
3096,6
3097,6
3098,9
3099,4
3100,4
3101,2
3102,1
3103,9
3104,2
3105,0
3106,0
3107,3
3108,6
3109,4
3110,1
3111,2
3112,1
3113,8
3114,6
3115,7
3116,4
3117,5
3118,8
3119,1
3120,9
3121,1
3122,6
3123,3
3124,4
3125,5
3126,6
3127,0
3128,5
3129,1
3130,0
3131,1
3132,2
3133,2
3134,0
3135,6
3136,5
3137,4
3138,6
3139,7
3140,5
3141,2
3142,0
3143,8
3144,1
3145,9
3146,2
3147,8
3148,1
3149,3
3150,7
3151,8
3152,8
3153,8
3154,1
3155,2
3156,4
3157,8
3158,3
3159,0
3160,2
3161,7
3162,8
3163,9
3164,2
3165,2
3166,7
3167,8
3168,9
3169,5
3170,3
3171,6
3172,9
3173,3
3174,0
3175,2
3176,1
3177,3
3178,2
3179,5
3180,3
3181,4
3182,4
3183,4
3184,5
3185,9
3186,6
3187,5
3188,7
3189,9
3190,8
3191,3
3192,9
3193,4
3194,0
3195,8
3196,1
3197,0
3198,2
3199,2
3200,3
3201,9
3202,4
3203,5
3204,5
3205,7
3206,6
3207,2
3208,7
3209,7
3210,8
3211,1
3212,0
3213,7
3214,3
3215,5
3216,4
3217,4
3218,5
3219,3
3220,6
3221,4
3222,7
3223,2
3224,8
3225,1
3226,9
3227,7
3228,6
3229,1
3230,0
3231,9
3232,3
3233,1
3234,4
3235,7
3236,1
3237,9
3238,4
3239,4
3240,0
3241,2
3242,8
3243,2
3244,6
3245,7
3246,0
3247,0
3248,7
3249,7
3250,8
3251,7
3252,7
3253,8
3254,7
3255,9
3256,9
3257,3
3258,0
3259,4
3260,4
3261,0
3262,9
3263,3
3264,9
3265,5
3266,7
3267,6
3268,0
3269,7
3270,5
3271,1
3272,8
3273,2
3274,5
3275,7
3276,9
3277,4
3278,8
3279,4
3280,8
3281,7
3282,7
3283,9
3284,5
3285,0
3286,6
3287,6
3288,5
3289,4
3290,3
3291,9
3292,8
3293,6
3294,1
3295,9
3296,6
3297,7
3298,8
3299,2
3300,5
3301,9
3302,9
3303,2
3304,2
3305,1
3306,2
3307,2
3308,0
3309,9
3310,9
3311,4
3312,2
3313,3
3314,4
3315,9
3316,7
3317,3
3318,3
3319,3
3320,1
3321,9
3322,3
3323,7
3324,6
3325,5
3326,6
3327,0
3328,2
3329,6
3330,1
3331,3
3332,2
3333,4
3334,6
3335,3
3336,0
3337,8
3338,2
3339,4
3340,2
3341,2
3342,7
3343,1
3344,1
3345,9
3346,3
3347,9
3348,7
3349,4
3350,4
3351,4
3352,8
3353,8
3354,9
3355,5
3356,2
3357,3
3358,9
3359,4
3360,5
3361,2
3362,6
3363,6
3364,8
3365,6
3366,0
3367,7
3368,0
3369,4
3370,9
3371,7
3372,1
3373,9
3374,1
3375,0
3376,0
3377,5
3378,1
3379,1
3380,2
3381,9
3382,3
3383,5
3384,5
3385,3
3386,6
3387,4
3388,9
3389,2
3390,0
3391,6
3392,1
3393,1
3394,2
3395,0
3396,3
3397,9
3398,4
3399,3
3400,5
3401,3
3402,6
3403,3
3404,7
3405,1
3406,8
3407,7
3408,0
3409,0
3410,1
3411,1
3412,2
3413,9
3414,3
3415,5
3416,4
3417,1
3418,5
3419,8
3420,6
3421,3
3422,7
3423,3
3424,8
3425,7
3426,1
3427,7
3428,0
3429,1
3430,1
3431,8
3432,5
3433,0
3434,3
3435,4
3436,4
3437,8
3438,4
3439,1
3440,0
3441,7
3442,0
3443,2
3444,6
3445,8
3446,9
3447,7
3448,6
3449,4
3450,6
3451,3
3452,5
3453,6
3454,4
3455,1
3456,4
3457,4
3458,4
3459,3
3460,0
3461,3
3462,7
3463,1
3464,9
3465,3
3466,5
3467,1
3468,7
3469,2
3470,3
3471,3
3472,1
3473,6
3474,4
3475,8
3476,4
3477,1
3478,0
3479,8
3480,9
3481,8
3482,9
3483,4
3484,6
3485,2
3486,1
3487,1
3488,8
3489,0
3490,3
3491,0
3492,8
3493,7
3494,8
3495,4
3496,8
3497,7
3498,8
3499,5
3500,8
3501,8
3502,4
3503,4
3504,7
3505,9
3506,7
3507,9
3508,1
3509,9
3510,9
3511,8
3512,8
3513,0
3514,7
3515,0
3516,8
3517,7
3518,9
3519,6
3520,3
3521,7
3522,3
3523,6
3524,5
3525,8
3526,5
3527,9
3528,0
3529,6
3530,7
3531,1
3532,9
3533,0
3534,5
3535,2
3536,6
3537,7
3538,5
3539,1
3540,0
3541,3
3542,6
3543,9
3544,1
3545,1
3546,4
3547,4
3548,1
3549,3
3550,1
3551,3
3552,2
3553,8
3554,8
3555,7
3556,2
3557,5
3558,6
3559,1
3560,1
3561,0
3562,5
3563,2
3564,0
3565,9
3566,1
3567,0
3568,2
3569,8
3570,3
3571,6
3572,4
3573,2
3574,5
3575,3
3576,6
3577,2
3578,7
3579,5
3580,8
3581,2
3582,9
3583,8
3584,0
3585,6
3586,1
3587,9
3588,2
3589,0
3590,3
3591,1
3592,1
3593,9
3594,5
3595,3
3596,6
3597,9
3598,7
3599,8
3600,8
3601,1
3602,0
3603,1
3604,1
3605,3
3606,2
3607,4
3608,3
3609,0
3610,4
3611,0
3612,5
3613,3
3614,6
3615,8
3616,7
3617,7
3618,8
3619,7
3620,9
3621,0
3622,6
3623,4
3624,4
3625,3
3626,2
3627,1
3628,6
3629,8
3630,4
3631,0
3632,7
3633,5
3634,5
3635,9
3636,5
3637,5
3638,4
3639,7
3640,7
3641,2
3642,8
3643,1
3644,9
3645,6
3646,2
3647,5
3648,9
3649,6
3650,3
3651,4
3652,9
3653,6
3654,3
3655,3
3656,8
3657,8
3658,2
3659,2
3660,0
3661,9
3662,9
3663,8
3664,8
3665,4
3666,0
3667,4
3668,5
3669,3
3670,6
3671,2
3672,0
3673,3
3674,1
3675,2
3676,0
3677,9
3678,2
3679,2
3680,5
3681,5
3682,3
3683,3
3684,5
3685,4
3686,3
3687,8
3688,8
3689,8
3690,0
3691,7
3692,0
3693,4
3694,5
3695,9
3696,4
3697,0
3698,3
3699,6
3700,4
3701,0
3702,1
3703,9
3704,5
3705,6
3706,3
3707,4
3708,0
3709,2
3710,8
3711,2
3712,3
3713,1
3714,0
3715,4
3716,6
3717,7
3718,2
3719,0
3720,7
3721,2
3722,1
3723,4
3724,1
3725,6
3726,8
3727,7
3728,1
3729,8
3730,7
3731,4
3732,1
3733,0
3734,3
3735,6
3736,8
3737,4
3738,4
3739,3
3740,2
3741,9
3742,0
3743,8
3744,9
3745,9
3746,7
3747,2
3748,6
3749,7
3750,7
3751,5
3752,4
3753,3
3754,1
3755,3
3756,6
3757,1
3758,8
3759,9
3760,4
3761,8
3762,1
3763,6
3764,2
3765,8
3766,6
3767,5
3768,7
3769,9
3770,1
3771,6
3772,9
3773,6
3774,8
3775,0
3776,0
3777,0
3778,6
3779,7
3780,9
3781,7
3782,4
3783,9
3784,9
3785,9
3786,9
3787,7
3788,6
3789,7
3790,2
3791,8
3792,3
3793,6
3794,7
3795,9
3796,1
3797,7
3798,2
3799,1
3800,5
3801,1
3802,3
3803,7
3804,7
3805,0
3806,8
3807,6
3808,0
3809,3
3810,1
3811,3
3812,2
3813,6
3814,3
3815,8
3816,4
3817,9
3818,5
3819,6
3820,6
3821,1
3822,7
3823,3
3824,8
3825,2
3826,9
3827,4
3828,0
3829,2
3830,1
3831,5
3832,2
3833,9
3834,3
3835,2
3836,4
3837,4
3838,5
3839,7
3840,6
3841,8
3842,7
3843,3
3844,8
3845,7
3846,9
3847,2
3848,0
3849,1
3850,1
3851,9
3852,2
3853,7
3854,3
3855,6
3856,4
3857,6
3858,5
3859,5
3860,6
3861,4
3862,7
3863,5
3864,8
3865,8
3866,9
3867,7
3868,6
3869,5
3870,2
3871,8
3872,6
3873,9
3874,5
3875,0
3876,4
3877,1
3878,2
3879,2
3880,0
3881,0
3882,8
3883,0
3884,1
3885,2
3886,7
3887,0
3888,1
3889,2
3890,8
3891,8
3892,3
3893,7
3894,7
3895,0
3896,1
3897,1
3898,7
3899,1
3900,1
3901,2
3902,4
3903,9
3904,4
3905,0
3906,5
3907,6
3908,7
3909,6
3910,4
3911,9
3912,9
3913,7
3914,7
3915,7
3916,2
3917,8
3918,6
3919,3
3920,5
3921,5
3922,3
3923,2
3924,9
3925,1
3926,9
3927,8
3928,0
3929,2
3930,8
3931,6
3932,7
3933,2
3934,9
3935,6
3936,0
3937,3
3938,6
3939,7
3940,3
3941,7
3942,0
3943,5
3944,4
3945,4
3946,6
3947,7
3948,3
3949,6
3950,7
3951,6
3952,0
3953,1
3954,1
3955,1
3956,4
3957,8
3958,8
3959,6
3960,8
3961,1
3962,1
3963,0
3964,2
3965,1
3966,9
3967,8
3968,3
3969,9
3970,1
3971,5
3972,4
3973,5
3974,2
3975,8
3976,9
3977,4
3978,8
3979,2
3980,2
3981,9
3982,8
3983,4
3984,6
3985,8
3986,9
3987,5
3988,2
3989,4
3990,9
3991,7
3992,6
3993,6
3994,3
3995,1
3996,3
3997,9
3998,6
3999,7
4000,3
4001,0
4002,1
4003,5
4004,2
4005,8
4006,5
4007,0
4008,0
4009,1
4010,3
4011,1
4012,1
4013,1
4014,5
4015,2
4016,5
4017,6
4018,9
4019,7
4020,8
4021,3
4022,0
4023,7
4024,9
4025,9
4026,0
4027,2
4028,1
4029,6
4030,2
4031,9
4032,3
4033,7
4034,4
4035,8
4036,5
4037,4
4038,6
4039,8
4040,7
4041,7
4042,8
4043,0
4044,9
4045,7
4046,0
4047,5
4048,1
4049,9
4050,2
4051,8
4052,3
4053,6
4054,4
4055,9
4056,5
4057,8
4058,6
4059,9
4060,7
4061,5
4062,8
4063,1
4064,9
4065,1
4066,0
4067,3
4068,1
4069,1
4070,2
4071,6
4072,3
4073,7
4074,4
4075,5
4076,5
4077,6
4078,6
4079,2
4080,7
4081,0
4082,8
4083,8
4084,9
4085,2
4086,6
4087,4
4088,1
4089,6
4090,9
4091,9
4092,9
4093,3
4094,9
4095,2
4096,4
4097,9
4098,4
4099,8
4100,3
4101,4
4102,8
4103,5
4104,1
4105,0
4106,4
4107,0
4108,1
4109,6
4110,2
4111,6
4112,5
4113,4
4114,0
4115,7
4116,9
4117,9
4118,5
4119,1
4120,3
4121,9
4122,0
4123,9
4124,4
4125,5
4126,9
4127,1
4128,1
4129,7
4130,7
4131,4
4132,4
4133,5
4134,4
4135,3
4136,1
4137,3
4138,8
4139,1
4140,7
4141,0
4142,6
4143,2
4144,0
4145,4
4146,8
4147,8
4148,1
4149,6
4150,8
4151,1
4152,2
4153,3
4154,6
4155,3
4156,2
4157,9
4158,0
4159,1
4160,9
4161,1
4162,1
4163,7
4164,2
4165,1
4166,5
4167,5
4168,4
4169,6
4170,5
4171,4
4172,7
4173,4
4174,7
4175,8
4176,5
4177,4
4178,3
4179,4
4180,0
4181,2
4182,2
4183,5
4184,2
4185,1
4186,2
4187,6
4188,7
4189,1
4190,3
4191,5
4192,1
4193,5
4194,4
4195,3
4196,4
4197,6
4198,3
4199,7
4200,0
4201,1
4202,0
4203,2
4204,4
4205,9
4206,7
4207,2
4208,9
4209,6
4210,7
4211,2
4212,8
4213,6
4214,8
4215,0
4216,7
4217,0
4218,9
4219,0
4220,6
4221,9
4222,3
4223,4
4224,1
4225,7
4226,7
4227,4
4228,9
4229,2
4230,6
4231,6
4232,3
4233,3
4234,3
4235,3
4236,1
4237,3
4238,0
4239,4
4240,2
4241,7
4242,6
4243,9
4244,0
4245,3
4246,5
4247,1
4248,6
4249,3
4250,6
4251,4
4252,8
4253,7
4254,7
4255,3
4256,3
4257,8
4258,5
4259,9
4260,8
4261,3
4262,3
4263,4
4264,0
4265,7
4266,1
4267,6
4268,2
4269,0
4270,3
4271,8
4272,7
4273,4
4274,8
4275,3
4276,9
4277,2
4278,0
4279,7
4280,3
4281,8
4282,4
4283,0
4284,7
4285,1
4286,8
4287,0
4288,0
4289,5
4290,1
4291,4
4292,2
4293,1
4294,3
4295,7
4296,4
4297,7
4298,5
4299,1
4300,6
4301,5
4302,7
4303,5
4304,8
4305,9
4306,9
4307,8
4308,5
4309,0
4310,1
4311,5
4312,9
4313,6
4314,9
4315,0
4316,7
4317,4
4318,1
4319,9
4320,0
4321,2
4322,9
4323,8
4324,0
4325,7
4326,5
4327,3
4328,9
4329,7
4330,7
4331,7
4332,1
4333,7
4334,3
4335,4
4336,6
4337,7
4338,3
4339,0
4340,2
4341,3
4342,0
4343,0
4344,9
4345,4
4346,0
4347,8
4348,6
4349,9
4350,1
4351,3
4352,7
4353,7
4354,2
4355,0
4356,8
4357,7
4358,3
4359,6
4360,4
4361,9
4362,7
4363,6
4364,6
4365,7
4366,6
4367,9
4368,3
4369,8
4370,2
4371,7
4372,3
4373,0
4374,8
4375,5
4376,9
4377,9
4378,4
4379,2
4380,8
4381,4
4382,8
4383,8
4384,7
4385,4
4386,1
4387,8
4388,0
4389,1
4390,8
4391,6
4392,7
4393,7
4394,7
4395,7
4396,5
4397,2
4398,9
4399,3
4400,2
4401,6
4402,3
4403,6
4404,1
4405,4
4406,1
4407,6
4408,4
4409,4
4410,5
4411,1
4412,5
4413,2
4414,0
4415,5
4416,4
4417,3
4418,8
4419,1
4420,7
4421,7
4422,4
4423,5
4424,9
4425,6
4426,2
4427,2
4428,3
4429,6
4430,6
4431,7
4432,4
4433,8
4434,1
4435,4
4436,2
4437,4
4438,4
4439,8
4440,1
4441,2
4442,5
4443,0
4444,1
4445,2
4446,9
4447,8
4448,3
4449,5
4450,2
4451,7
4452,0
4453,4
4454,0
4455,9
4456,2
4457,7
4458,9
4459,4
4460,3
4461,5
4462,6
4463,4
4464,0
4465,9
4466,1
4467,8
4468,2
4469,1
4470,3
4471,7
4472,4
4473,2
4474,5
4475,2
4476,6
4477,7
4478,7
4479,5
4480,8
4481,8
4482,9
4483,1
4484,0
4485,1
4486,1
4487,0
4488,2
4489,3
4490,3
4491,1
4492,4
4493,4
4494,5
4495,0
4496,6
4497,4
4498,7
4499,0
4500,8
4501,1
4502,9
4503,1
4504,0
4505,3
4506,1
4507,3
4508,2
4509,3
4510,3
4511,3
4512,4
4513,2
4514,5
4515,7
4516,6
4517,2
4518,7
4519,6
4520,8
4521,4
4522,9
4523,1
4524,8
4525,6
4526,0
4527,7
4528,5
4529,7
4530,6
4531,0
4532,6
4533,1
4534,0
4535,6
4536,8
4537,4
4538,0
4539,4
4540,2
4541,2
4542,3
4543,9
4544,7
4545,6
4546,9
4547,7
4548,4
4549,2
4550,7
4551,3
4552,1
4553,1
4554,9
4555,0
4556,1
4557,5
4558,7
4559,6
4560,1
4561,5
4562,0
4563,4
4564,0
4565,1
4566,4
4567,9
4568,1
4569,3
4570,7
4571,6
4572,5
4573,2
4574,7
4575,2
4576,1
4577,8
4578,3
4579,8
4580,3
4581,8
4582,3
4583,3
4584,1
4585,6
4586,6
4587,0
4588,9
4589,5
4590,7
4591,7
4592,4
4593,9
4594,3
4595,5
4596,0
4597,8
4598,2
4599,5
4600,5
4601,1
4602,2
4603,7
4604,6
4605,9
4606,0
4607,0
4608,8
4609,2
4610,9
4611,6
4612,4
4613,5
4614,3
4615,4
4616,5
4617,7
4618,4
4619,6
4620,8
4621,5
4622,1
4623,0
4624,5
4625,4
4626,9
4627,3
4628,0
4629,9
4630,6
4631,3
4632,4
4633,8
4634,6
4635,4
4636,8
4637,3
4638,1
4639,6
4640,4
4641,0
4642,7
4643,1
4644,5
4645,2
4646,7
4647,2
4648,2
4649,2
4650,2
4651,8
4652,0
4653,1
4654,0
4655,0
4656,1
4657,3
4658,7
4659,6
4660,7
4661,2
4662,9
4663,2
4664,5
4665,5
4666,9
4667,9
4668,8
4669,5
4670,9
4671,7
4672,6
4673,3
4674,8
4675,1
4676,8
4677,9
4678,2
4679,7
4680,3
4681,0
4682,6
4683,8
4684,1
4685,0
4686,2
4687,0
4688,9
4689,9
4690,8
4691,8
4692,9
4693,3
4694,5
4695,1
4696,2
4697,8
4698,6
4699,8
4700,2
4701,6
4702,4
4703,5
4704,8
4705,2
4706,4
4707,1
4708,6
4709,1
4710,5
4711,6
4712,0
4713,2
4714,1
4715,2
4716,2
4717,0
4718,3
4719,9
4720,4
4721,2
4722,5
4723,6
4724,7
4725,7
4726,8
4727,5
4728,0
4729,4
4730,1
4731,6
4732,2
4733,7
4734,3
4735,3
4736,4
4737,0
4738,5
4739,3
4740,6
4741,3
4742,7
4743,0
4744,8
4745,4
4746,9
4747,0
4748,0
4749,1
4750,1
4751,5
4752,2
4753,9
4754,3
4755,0
4756,4
4757,4
4758,7
4759,5
4760,8
4761,3
4762,1
4763,1
4764,6
4765,1
4766,8
4767,4
4768,9
4769,6
4770,9
4771,1
4772,0
4773,7
4774,1
4775,0
4776,2
4777,6
4778,4
4779,4
4780,4
4781,4
4782,3
4783,7
4784,7
4785,5
4786,4
4787,9
4788,4
4789,1
4790,4
4791,3
4792,0
4793,7
4794,3
4795,4
4796,8
4797,4
4798,7
4799,6
4800,5
4801,4
4802,8
4803,0
4804,2
4805,7
4806,1
4807,3
4808,7
4809,1
4810,9
4811,4
4812,1
4813,8
4814,1
4815,9
4816,6
4817,6
4818,2
4819,5
4820,1
4821,4
4822,3
4823,9
4824,8
4825,9
4826,6
4827,6
4828,4
4829,9
4830,9
4831,7
4832,4
4833,8
4834,2
4835,3
4836,4
4837,4
4838,4
4839,7
4840,6
4841,7
4842,2
4843,5
4844,5
4845,2
4846,5
4847,8
4848,0
4849,3
4850,2
4851,0
4852,8
4853,0
4854,0
4855,2
4856,6
4857,7
4858,8
4859,8
4860,1
4861,8
4862,7
4863,3
4864,1
4865,3
4866,6
4867,3
4868,7
4869,0
4870,6
4871,1
4872,8
4873,4
4874,7
4875,7
4876,4
4877,3
4878,9
4879,2
4880,3
4881,6
4882,3
4883,1
4884,5
4885,6
4886,8
4887,7
4888,0
4889,4
4890,3
4891,0
4892,7
4893,9
4894,9
4895,4
4896,7
4897,3
4898,7
4899,1
4900,9
4901,9
4902,1
4903,7
4904,6
4905,0
4906,7
4907,5
4908,8
4909,6
4910,0
4911,9
4912,1
4913,2
4914,2
4915,9
4916,3
4917,0
4918,4
4919,1
4920,5
4921,6
4922,6
4923,1
4924,7
4925,0
4926,8
4927,7
4928,9
4929,6
4930,0
4931,9
4932,1
4933,6
4934,2
4935,9
4936,3
4937,2
4938,4
4939,5
4940,5
4941,1
4942,6
4943,1
4944,7
4945,7
4946,8
4947,5
4948,9
4949,1
4950,0
4951,4
4952,1
4953,4
4954,2
4955,3
4956,3
4957,1
4958,4
4959,1
4960,5
4961,0
4962,6
4963,7
4964,7
4965,3
4966,8
4967,9
4968,5
4969,1
4970,1
4971,1
4972,9
4973,5
4974,9
4975,1
4976,7
4977,1
4978,1
4979,6
4980,0
4981,8
4982,9
4983,7
4984,0
4985,2
4986,5
4987,3
4988,9
4989,6
4990,7
4991,8
4992,1
4993,0
4994,7
4995,3
4996,2
4997,1
4998,2
4999,7
5000,3
5001,4
5002,6
5003,1
5004,8
5005,1
5006,0
5007,9
5008,8
5009,0
5010,3
5011,1
5012,2
5013,7
5014,0
5015,2
5016,9
5017,6
5018,0
5019,1
5020,6
5021,7
5022,1
5023,9
5024,7
5025,6
5026,5
5027,5
5028,8
5029,8
5030,3
5031,4
5032,4
5033,8
5034,7
5035,3
5036,6
5037,4
5038,6
5039,6
5040,3
5041,8
5042,8
5043,9
5044,9
5045,4
5046,4
5047,0
5048,7
5049,8
5050,1
5051,0
5052,0
5053,1
5054,8
5055,5
5056,7
5057,1
5058,7
5059,5
5060,5
5061,9
5062,9
5063,4
5064,2
5065,5
5066,3
5067,7
5068,4
5069,6
5070,6
5071,0
5072,1
5073,0
5074,1
5075,2
5076,4
5077,8
5078,5
5079,3
5080,5
5081,0
5082,0
5083,6
5084,4
5085,3
5086,8
5087,3
5088,7
5089,1
5090,4
5091,3
5092,9
5093,2
5094,2
5095,0
5096,3
5097,6
5098,6
5099,7
5100,4
5101,3
5102,2
5103,2
5104,4
5105,9
5106,1
5107,0
5108,5
5109,2
5110,4
5111,8
5112,2
5113,1
5114,0
5115,8
5116,4
5117,4
5118,8
5119,0
5120,6
5121,4
5122,1
5123,4
5124,9
5125,6
5126,3
5127,1
5128,2
5129,9
5130,0
5131,1
5132,0
5133,4
5134,2
5135,9
5136,9
5137,4
5138,3
5139,8
5140,6
5141,9
5142,3
5143,0
5144,6
5145,7
5146,0
5147,3
5148,1
5149,4
5150,2
5151,3
5152,3
5153,0
5154,4
5155,2
5156,5
5157,5
5158,6
5159,3
5160,7
5161,2
5162,8
5163,5
5164,9
5165,2
5166,0
5167,1
5168,1
5169,8
5170,2
5171,9
5172,3
5173,1
5174,4
5175,1
5176,5
5177,7
5178,6
5179,4
5180,7
5181,7
5182,8
5183,3
5184,9
5185,3
5186,0
5187,5
5188,1
5189,3
5190,2
5191,0
5192,3
5193,0
5194,4
5195,0
5196,7
5197,4
5198,8
5199,8
5200,9
5201,0
5202,0
5203,1
5204,8
5205,7
5206,3
5207,9
5208,9
5209,5
5210,5
5211,9
5212,6
5213,7
5214,8
5215,2
5216,4
5217,6
5218,9
5219,8
5220,1
5221,6
5222,7
5223,9
5224,1
5225,6
5226,2
5227,0
5228,9
5229,6
5230,6
5231,2
5232,9
5233,1
5234,1
5235,2
5236,1
5237,3
5238,1
5239,5
5240,2
5241,7
5242,8
5243,0
5244,1
5245,0
5246,2
5247,8
5248,0
5249,2
5250,7
5251,3
5252,7
5253,5
5254,5
5255,1
5256,8
5257,2
5258,2
5259,6
5260,9
5261,1
5262,8
5263,7
5264,4
5265,0
5266,6
5267,0
5268,7
5269,3
5270,1
5271,0
5272,6
5273,6
5274,0
5275,9
5276,3
5277,4
5278,6
5279,7
5280,8
5281,9
5282,7
5283,3
5284,0
5285,0
5286,4
5287,0
5288,2
5289,6
5290,7
5291,5
5292,4
5293,6
5294,4
5295,8
5296,2
5297,0
5298,8
5299,7
5300,1
5301,7
5302,5
5303,1
5304,1
5305,2
5306,2
5307,7
5308,5
5309,6
5310,6
5311,7
5312,4
5313,2
5314,3
5315,9
5316,0
5317,2
5318,0
5319,9
5320,0
5321,4
5322,3
5323,4
5324,7
5325,7
5326,0
5327,3
5328,6
5329,0
5330,4
5331,3
5332,8
5333,6
5334,8
5335,1
5336,3
5337,8
5338,9
5339,0
5340,9
5341,0
5342,8
5343,0
5344,2
5345,8
5346,7
5347,8
5348,7
5349,9
5350,1
5351,7
5352,0
5353,3
5354,1
5355,4
5356,2
5357,3
5358,3
5359,8
5360,4
5361,9
5362,5
5363,6
5364,6
5365,4
5366,7
5367,0
5368,8
5369,3
5370,9
5371,8
5372,0
5373,6
5374,1
5375,8
5376,2
5377,5
5378,3
5379,2
5380,4
5381,5
5382,5
5383,6
5384,6
5385,9
5386,7
5387,3
5388,8
5389,9
5390,9
5391,3
5392,0
5393,8
5394,1
5395,3
5396,2
5397,0
5398,3
5399,2
5400,4
5401,9
5402,5
5403,9
5404,6
5405,4
5406,7
5407,3
5408,8
5409,4
5410,9
5411,3
5412,6
5413,5
5414,2
5415,7
5416,5
5417,8
5418,6
5419,2
5420,2
5421,7
5422,5
5423,5
5424,1
5425,9
5426,7
5427,1
5428,1
5429,8
5430,8
5431,3
5432,3
5433,3
5434,8
5435,2
5436,7
5437,2
5438,1
5439,5
5440,7
5441,3
5442,1
5443,4
5444,4
5445,7
5446,7
5447,7
5448,2
5449,4
5450,6
5451,5
5452,5
5453,9
5454,3
5455,5
5456,9
5457,3
5458,9
5459,8
5460,0
5461,0
5462,8
5463,0
5464,7
5465,6
5466,3
5467,0
5468,0
5469,0
5470,3
5471,7
5472,7
5473,8
5474,0
5475,8
5476,1
5477,9
5478,1
5479,2
5480,2
5481,4
5482,1
5483,1
5484,6
5485,6
5486,0
5487,0
5488,5
5489,4
5490,3
5491,9
5492,3
5493,1
5494,6
5495,7
5496,3
5497,0
5498,5
5499,1
5500,9
5501,0
5502,9
5503,7
5504,0
5505,5
5506,1
5507,2
5508,2
5509,3
5510,3
5511,0
5512,4
5513,0
5514,5
5515,1
5516,6
5517,9
5518,7
5519,1
5520,8
5521,9
5522,9
5523,6
5524,0
5525,5
5526,1
5527,2
5528,2
5529,1
5530,3
5531,9
5532,4
5533,8
5534,7
5535,8
5536,8
5537,9
5538,9
5539,7
5540,0
5541,3
5542,1
5543,9
5544,2
5545,7
5546,3
5547,8
5548,4
5549,5
5550,5
5551,1
5552,6
5553,6
5554,7
5555,6
5556,8
5557,9
5558,9
5559,0
5560,6
5561,3
5562,0
5563,7
5564,7
5565,6
5566,3
5567,7
5568,7
5569,1
5570,1
5571,9
5572,3
5573,8
5574,7
5575,6
5576,9
5577,3
5578,7
5579,4
5580,4
5581,1
5582,0
5583,7
5584,0
5585,6
5586,6
5587,3
5588,9
5589,4
5590,5
5591,9
5592,6
5593,8
5594,9
5595,7
5596,8
5597,5
5598,5
5599,6
5600,1
5601,2
5602,5
5603,0
5604,3
5605,5
5606,9
5607,0
5608,8
5609,1
5610,3
5611,0
5612,4
5613,9
5614,0
5615,3
5616,5
5617,2
5618,6
5619,5
5620,3
5621,0
5622,4
5623,2
5624,8
5625,7
5626,0
5627,8
5628,6
5629,1
5630,4
5631,6
5632,8
5633,6
5634,1
5635,4
5636,3
5637,2
5638,4
5639,3
5640,0
5641,3
5642,1
5643,1
5644,9
5645,0
5646,2
5647,1
5648,3
5649,7
5650,7
5651,7
5652,5
5653,6
5654,1
5655,2
5656,7
5657,9
5658,2
5659,3
5660,8
5661,0
5662,7
5663,9
5664,0
5665,5
5666,1
5667,5
5668,9
5669,8
5670,6
5671,9
5672,4
5673,0
5674,1
5675,7
5676,2
5677,5
5678,3
5679,8
5680,1
5681,6
5682,3
5683,6
5684,5
5685,6
5686,3
5687,5
5688,4
5689,0
5690,1
5691,0
5692,6
5693,0
5694,8
5695,8
5696,0
5697,0
5698,8
5699,2
5700,9
5701,3
5702,4
5703,9
5704,9
5705,2
5706,2
5707,1
5708,6
5709,3
5710,0
5711,5
5712,1
5713,1
5714,2
5715,7
5716,3
5717,9
5718,5
5719,4
5720,6
5721,2
5722,7
5723,2
5724,8
5725,9
5726,9
5727,3
5728,0
5729,0
5730,1
5731,1
5732,2
5733,4
5734,4
5735,3
5736,5
5737,3
5738,6
5739,9
5740,7
5741,5
5742,8
5743,2
5744,9
5745,9
5746,0
5747,3
5748,1
5749,6
5750,2
5751,5
5752,3
5753,7
5754,4
5755,1
5756,5
5757,2
5758,6
5759,1
5760,7
5761,2
5762,8
5763,4
5764,9
5765,6
5766,0
5767,7
5768,7
5769,3
5770,5
5771,6
5772,0
5773,6
5774,8
5775,5
5776,4
5777,7
5778,1
5779,6
5780,8
5781,6
5782,8
5783,7
5784,1
5785,7
5786,3
5787,3
5788,1
5789,2
5790,8
5791,4
5792,3
5793,9
5794,7
5795,4
5796,9
